1727284248.888	1	3345
1727284248.955	2	3425
1727284249.022	3	4240
1727284249.089	4	2432
1727284249.156	5	1584
1727284249.223	6	2756
1727284249.29	7	1797
1727284249.357	8	4487
1727284249.424	9	2266
1727284249.492	10	3454
1727284249.559	11	3168
1727284249.626	12	4089
1727284249.693	13	2005
1727284249.76	14	2434
1727284249.827	15	2919
1727284249.894	16	2152
1727284249.961	17	1272
1727284250.028	18	2688
1727284250.095	19	2149
1727284250.162	20	4205
1727284250.229	21	1279
1727284250.297	22	3467
1727284250.364	23	4173
1727284250.431	24	4788
1727284250.498	25	1506
1727284250.565	26	1335
1727284250.632	27	4292
1727284250.699	28	9
1727284255.315	29	9
1727284258.858	30	9
