1725393989.25	1	9
1725394186.74	1	9
1725394248.36	1	9
1725394253.11	2	1242
1725394295.44	1	3114
1725394326.75	1	4222
1725394387.43	1	1734
1725394422.53	1	3155
1725394536.07	1	9
1725394539.83	2	9
1725394544.05	3	9
1725394545.81	4	3446
1725394545.87	5	2208
1725394545.94	6	2017
1725394546.01	7	2230
1725394769.42	1	2949
1725394769.49	2	1600
1725394769.55	3	1911
1725394769.62	4	2644
1725394769.69	5	2015
1725394769.76	6	1976
1725394769.82	7	2280
1725394769.89	8	1306
1725394769.96	9	1655
1725394770.03	10	3270
1725394770.09	11	2860
1725394770.23	13	4380
1725394770.30	14	2665
1725394770.43	16	3112
1725394770.50	17	3512
1725394770.63	19	1784
1725394770.70	20	1984
1725394770.77	21	2035
1725394770.83	22	1988
1725394770.97	24	1536
1725394771.03	25	1349
1725394771.10	26	2653
1725394771.17	27	1345
1725394771.24	28	9
1725394773.37	29	9
1725394805.40	1	2647
1725394805.46	2	3192
1725394805.53	3	2310
1725394805.60	4	3626
1725394805.66	5	2596
1725394805.73	6	1980
1725394805.80	7	3509
1725394805.87	8	1325
1725394805.93	9	1416
1725394806.07	11	1584
1725394806.14	12	2071
1725394806.20	13	3321
1725394806.27	14	4168
1725394806.34	15	3729
1725394806.41	16	1963
1725394806.47	17	4210
1725394806.54	18	2883
1725394806.61	19	1792
1725394806.68	20	1507
1725394806.74	21	1375
1725394806.81	22	4099
1725394806.88	23	3280
1725394806.95	24	1251
1725394807.01	25	4358
1725394807.08	26	1717
1725394807.15	27	2032
1725394807.21	28	3864
1725394807.28	29	9
1725394809.14	30	3895
1725394809.21	31	2493
1725394809.28	32	3294
1725394809.41	34	3150
1725394809.48	35	2395
1725394809.55	36	4287
1725394809.62	37	2675
1725394809.68	38	3558
1725394809.75	39	2787
1725394809.82	40	3193
1725394809.89	41	2780
1725394809.95	42	1373
1725394810.02	43	1894
1725394810.09	44	3688
1725394810.16	45	3008
1725394810.22	46	2960
1725394810.29	47	4038
1725394810.36	48	1963
1725394810.43	49	1524
1725394810.49	50	2338
1725394810.56	51	2544
1725394810.63	52	3599
1725394810.69	53	1878
1725394810.76	54	9
1725395000.53	1	9
1725395007.17	2	1956
1725395007.24	3	1658
1725395007.31	4	2480
1725395007.37	5	2800
1725395007.44	6	2629
1725395007.51	7	4215
1725395007.58	8	1672
1725395007.64	9	4045
1725395007.71	10	3682
1725395007.78	11	3833
1725395007.85	12	1847
1725395007.91	13	4401
1725395007.98	14	2755
1725395008.05	15	3184
1725395008.12	16	1649
1725395008.18	17	3206
1725395008.25	18	1998
1725395008.32	19	4252
1725395008.39	20	3961
1725395008.45	21	2771
1725395008.52	22	1484
1725395008.59	23	1343
1725395008.72	25	2390
1725395008.79	26	9
1725395082.36	1	3505
1725395082.43	2	4211
1725395082.49	3	2860
1725395082.56	4	4306
1725395082.63	5	3733
1725395082.70	6	2186
1725395082.76	7	1711
1725395082.83	8	2943
1725395082.96	10	4127
1725395083.03	11	2314
1725395083.10	12	1888
1725395083.17	13	1703
1725395083.23	14	3132
1725395083.37	16	1970
1725395083.44	17	3325
1725395083.57	19	2397
1725395083.64	20	4057
1725395083.70	21	2956
1725395083.77	22	4110
1725395083.84	23	9
1725395147.80	1	3031
1725395147.87	2	2310
1725395147.94	3	2123
1725395148.07	5	3111
1725395148.14	6	3660
1725395148.20	7	3465
1725395148.27	8	1323
1725395148.34	9	1969
1725395148.41	10	4190
1725395148.54	12	4229
1725395148.68	14	2125
1725395148.74	15	2136
1725395148.81	16	3750
1725395148.88	17	3152
1725395148.95	18	2007
1725395149.01	19	3395
1725395149.08	20	3636
1725395149.15	21	3381
1725395149.21	22	4053
1725395149.35	24	3272
1725395149.42	25	2211
1725395149.48	26	9
1725395154.48	27	9
1725395156.65	28	1405
1725395156.71	29	1280
1725395156.78	30	4286
1725395156.85	31	3913
1725395156.92	32	3319
1725395156.98	33	1228
1725395157.05	34	2203
1725395157.12	35	3614
1725395157.19	36	2438
1725395157.25	37	1822
1725395157.32	38	2015
1725395157.39	39	2235
1725395157.45	40	4349
1725395157.52	41	2516
1725395157.59	42	2979
1725395157.66	43	4037
1725395157.72	44	1921
1725819202.48	1	9
